text,link,depth
"We're thrilled to introduce our latest offering - the Task-Specific APIs package. This suite includes specialized language processing capabilities, making it effortless for you to integrate cutting-edge features into your systems. Our APIs are optimized and fine-tuned to ensure fast response times and high-quality results. We're proud to announce that all of our Task-Specific APIs are supported through our Python SDK, offering easy integration with your existing Python-based systems. These APIs are powered by the same engines behind our popular Wordtune products and include:",https://docs.ai21.com/changelog/announcing-task-specific-apis,11
"Paraphrase API: Offers access to our state-of-the-art paraphrasing engine, fine-tuned specifically for paraphrasing tasks, enabling you to control tone, style, and context.",https://docs.ai21.com/changelog/announcing-task-specific-apis,11
"Grammatical Error Corrections API: Integrates our advanced engine into your writing platform, providing users with accurate grammar error detection and correction capabilities.",https://docs.ai21.com/changelog/announcing-task-specific-apis,11
Text Improvements API: Access our recommendation engine to enhance your users' writing experience and elevate their final product.,https://docs.ai21.com/changelog/announcing-task-specific-apis,11
"Summarize API: Provides access to our advanced summarization engine, making it simpler to integrate into your systems and more efficient than developing one from scratch.",https://docs.ai21.com/changelog/announcing-task-specific-apis,11
"Text Segmentation API: Intelligently segments text into coherent and readable units, based on distinct topics and lines, making it easier to break down long text into manageable chunks.",https://docs.ai21.com/changelog/announcing-task-specific-apis,11
Jump to Content,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,9
Go to Playground,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,9
API Reference,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,14
Go to Playground,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,13
API Key,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,13
Log In,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,13
API Key,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,9
Log In,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,9
API Reference,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,11
Back to All,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,9
Increased Context Length for J2 Foundation Models,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,10
about 2 months ago,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,10
by Yotam Shinan,https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,10
"We are excited to announce that our Jurassic-2 Foundation models, including J2-Large, J2-Grande, and J2-Jumbo, now support an increased context length of up to 8K tokens (8192 tokens to be exact). This enhancement allows users to work with longer prompts and receive more comprehensive completions.",https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,11
"Users can now feed more extensive input prompts or utilize larger conversation histories for their tasks, enabling more contextually relevant and accurate responses from the AI models. This update provides a significant boost in the flexibility and capabilities of our Jurassic-2 Foundation models, making them suitable for even more use cases and applications.",https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,12
"To take advantage of the increased context length, simply provide your prompt or conversation history within the allowed token limit. The models will automatically handle the additional context without any further changes required in the API call.",https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,12
"As always, we appreciate your feedback and encourage you to reach out with any questions or concerns. Stay tuned for more updates and improvements in the future!",https://docs.ai21.com/changelog/increased-context-length-for-j2-foundation-models,11
Try our Task-Specific APIs today and take advantage of their specialized capabilities to enhance your users' writing experience.,https://docs.ai21.com/changelog/announcing-task-specific-apis,11
Go to Playground,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,9
API Reference,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,14
Go to Playground,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,13
API Key,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,13
Log In,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,13
API Key,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,9
Log In,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,9
API Reference,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,11
Back to All,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,9
Fine-tuning Jurassic-2 models is now available!,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,10
about 1 month ago,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,10
by Jack Yulzari,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,10
Custom model training on top of J2-Grande and J2-Large is now available.,https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,11
"As with Jurassic-1 models, custom model training on top of J-2 models* is an easy 2-step process of upload a dataset, and train your own custom model using that dataset.",https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,11
"Log in to the AI21 Studio and try it via the Models page.
For more information, read the detailed guide or the API references.",https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,11
"*Jurassic-1 legacy models are still available for custom model training, however, they will be discontinued by June 1st, this year.",https://docs.ai21.com/changelog/fine-tuning-jurassic-2-models-is-now-available,11
Jump to Content,https://docs.ai21.com/changelog?page=2,9
Go to Playground,https://docs.ai21.com/changelog?page=2,9
API Reference,https://docs.ai21.com/changelog?page=2,14
Go to Playground,https://docs.ai21.com/changelog?page=2,13
API Key,https://docs.ai21.com/changelog?page=2,13
Log In,https://docs.ai21.com/changelog?page=2,13
API Key,https://docs.ai21.com/changelog?page=2,9
Log In,https://docs.ai21.com/changelog?page=2,9
API Reference,https://docs.ai21.com/changelog?page=2,11
"Small yet useful new features for preset management, documentation and customer support",https://docs.ai21.com/changelog?page=2,9
Posted by Jack Yulzari,https://docs.ai21.com/changelog?page=2,8
6 months ago,https://docs.ai21.com/changelog?page=2,8
"We've added three small but useful features in this update. As Roy T. Bennett, author of “The Light in the Heart”, wrote: “You make the world a better place by making daily improvements to become the best version of yourself.”",https://docs.ai21.com/changelog?page=2,9
A new version of AI21's documentation platform has been released!,https://docs.ai21.com/changelog?page=2,9
Posted by Yuval Belfer,https://docs.ai21.com/changelog?page=2,8
6 months ago,https://docs.ai21.com/changelog?page=2,8
"The new documentation platform introduces more information on the use of our large language models, how to use our APIs, example recipes, and more!",https://docs.ai21.com/changelog?page=2,9
Jurassic-1 Instruct is now available!,https://docs.ai21.com/changelog?page=2,9
Posted by Yuval Belfer,https://docs.ai21.com/changelog?page=2,8
6 months ago,https://docs.ai21.com/changelog?page=2,8
"Jurassic-1 Instruct, our instruction-following language model, is now available in open beta! 🦖",https://docs.ai21.com/changelog?page=2,9
NEW: Delete custom presets and datasets,https://docs.ai21.com/changelog?page=2,9
Posted by Yuval Belfer,https://docs.ai21.com/changelog?page=2,8
6 months ago,https://docs.ai21.com/changelog?page=2,8
Two new features are included in this update: custom presets can be deleted and uploaded datasets can be deleted. Both of these features are extremely useful for anyone who has a large number of assets and wishes to organize them as well as remove older assets from their collections.,https://docs.ai21.com/changelog?page=2,9
Introducing Rewrite API & Summarize API,https://docs.ai21.com/changelog?page=2,9
Posted by Yuval Belfer,https://docs.ai21.com/changelog?page=2,8
7 months ago,https://docs.ai21.com/changelog?page=2,8
"We are excited to announce the launch of two specialized APIs from AI21 Studio: Rewrite API and Summarize API. Developed by our experts, these top-notch NLP models are designed to handle the complex tasks of paraphrasing and summarization accurately. All that’s left is to integrate them into your product and let the magic happen 🔮✨💫",https://docs.ai21.com/changelog?page=2,9
NEW: Overview page,https://docs.ai21.com/changelog?page=2,9
Posted by Yuval Belfer,https://docs.ai21.com/changelog?page=2,8
9 months ago,https://docs.ai21.com/changelog?page=2,8
"We have created a new Overview page to be the entry gate to our platform. With easy access to a set of premade examples (presets), API documentation and custom models, it should be a breeze to start working with our technology right away.",https://docs.ai21.com/changelog?page=2,9
2 of 2,https://docs.ai21.com/changelog?page=2,9
Contextual Answers API [BETA] Released,https://docs.ai21.com/changelog/contextual-answers-api-beta-released,3
Jump to Content,https://docs.ai21.com/changelog/contextual-answers-api-beta-released,9
Contexto más largo in Contextual-Answers API,https://docs.ai21.com/changelog/contexto-m%C3%A1s-largo-in-contextual-answers-api,3
Jump to Content,https://docs.ai21.com/changelog/contexto-m%C3%A1s-largo-in-contextual-answers-api,9
Transitioning to Jurassic-2: Important Updates on Model Retirements and Pricing Changes,https://docs.ai21.com/changelog/transitioning-to-jurassic-2-important-updates-on-model-retirements-and-pricing-changes,3
Jump to Content,https://docs.ai21.com/changelog/transitioning-to-jurassic-2-important-updates-on-model-retirements-and-pricing-changes,9
Go to Playground,https://docs.ai21.com/changelog/contextual-answers-api-beta-released,9
